Question,Answer
"In 2012, High-income countries consumed how much of coal in terms of TWh?",12056.58 TWh
"In 2013, High-income countries consumed how much of coal in terms of TWh?",12225.18 TWh
"In 2014, High-income countries consumed how much of coal in terms of TWh?",11981.90 TWh
"In 2015, High-income countries consumed how much of coal in terms of TWh?",11204.15 TWh
"In 2016, High-income countries consumed how much of coal in terms of TWh?",10544.78 TWh
"In 2017, High-income countries consumed how much of coal in terms of TWh?",10446.46 TWh
"In 2018, High-income countries consumed how much of coal in terms of TWh?",10079.24 TWh
"In 2019, High-income countries consumed how much of coal in terms of TWh?",8905.42 TWh
"In 2020, High-income countries consumed how much of coal in terms of TWh?",7625.43 TWh
"In 2021, High-income countries consumed how much of coal in terms of TWh?",8353.42 TWh
"In 2022, High-income countries consumed how much of coal in terms of TWh?",8002.69 TWh
"In 2023, High-income countries consumed how much of coal in terms of TWh?",6938.51 TWh
"In 1965, Hong Kong consumed how much of coal in terms of TWh?",1.43 TWh
"In 1966, Hong Kong consumed how much of coal in terms of TWh?",1.23 TWh
"In 1967, Hong Kong consumed how much of coal in terms of TWh?",0.99 TWh
"In 1968, Hong Kong consumed how much of coal in terms of TWh?",0.71 TWh
"In 1969, Hong Kong consumed how much of coal in terms of TWh?",0.42 TWh
"In 1970, Hong Kong consumed how much of coal in terms of TWh?",0.24 TWh
"In 1971, Hong Kong consumed how much of coal in terms of TWh?",0.31 TWh
"In 1972, Hong Kong consumed how much of coal in terms of TWh?",0.15 TWh
"In 1973, Hong Kong consumed how much of coal in terms of TWh?",0.08 TWh
"In 1974, Hong Kong consumed how much of coal in terms of TWh?",0.08 TWh
"In 1975, Hong Kong consumed how much of coal in terms of TWh?",0.07 TWh
"In 1976, Hong Kong consumed how much of coal in terms of TWh?",0.09 TWh
"In 1977, Hong Kong consumed how much of coal in terms of TWh?",0.08 TWh
"In 1978, Hong Kong consumed how much of coal in terms of TWh?",0.06 TWh
"In 1979, Hong Kong consumed how much of coal in terms of TWh?",0.05 TWh
"In 1980, Hong Kong consumed how much of coal in terms of TWh?",0.02 TWh
"In 1981, Hong Kong consumed how much of coal in terms of TWh?",0.41 TWh
"In 1982, Hong Kong consumed how much of coal in terms of TWh?",10.41 TWh
"In 1983, Hong Kong consumed how much of coal in terms of TWh?",24.45 TWh
"In 1984, Hong Kong consumed how much of coal in terms of TWh?",31.91 TWh
"In 1985, Hong Kong consumed how much of coal in terms of TWh?",39.51 TWh
"In 1986, Hong Kong consumed how much of coal in terms of TWh?",45.72 TWh
"In 1987, Hong Kong consumed how much of coal in terms of TWh?",57.29 TWh
"In 1988, Hong Kong consumed how much of coal in terms of TWh?",66.28 TWh
"In 1989, Hong Kong consumed how much of coal in terms of TWh?",71.01 TWh
"In 1990, Hong Kong consumed how much of coal in terms of TWh?",63.87 TWh
"In 1991, Hong Kong consumed how much of coal in terms of TWh?",68.92 TWh
"In 1992, Hong Kong consumed how much of coal in terms of TWh?",73.06 TWh
"In 1993, Hong Kong consumed how much of coal in terms of TWh?",84.61 TWh
"In 1994, Hong Kong consumed how much of coal in terms of TWh?",60.44 TWh
"In 1995, Hong Kong consumed how much of coal in terms of TWh?",65.15 TWh
"In 1996, Hong Kong consumed how much of coal in terms of TWh?",48.42 TWh
"In 1997, Hong Kong consumed how much of coal in terms of TWh?",40.86 TWh
"In 1998, Hong Kong consumed how much of coal in terms of TWh?",50.79 TWh
"In 1999, Hong Kong consumed how much of coal in terms of TWh?",43.41 TWh
"In 2000, Hong Kong consumed how much of coal in terms of TWh?",50.45 TWh
"In 2001, Hong Kong consumed how much of coal in terms of TWh?",79.69 TWh
"In 2002, Hong Kong consumed how much of coal in terms of TWh?",61.99 TWh
"In 2003, Hong Kong consumed how much of coal in terms of TWh?",78.62 TWh
"In 2004, Hong Kong consumed how much of coal in terms of TWh?",73.41 TWh
"In 2005, Hong Kong consumed how much of coal in terms of TWh?",79.86 TWh
"In 2006, Hong Kong consumed how much of coal in terms of TWh?",79.73 TWh
"In 2007, Hong Kong consumed how much of coal in terms of TWh?",87.00 TWh
"In 2008, Hong Kong consumed how much of coal in terms of TWh?",79.72 TWh
"In 2009, Hong Kong consumed how much of coal in terms of TWh?",83.25 TWh
"In 2010, Hong Kong consumed how much of coal in terms of TWh?",72.42 TWh
"In 2011, Hong Kong consumed how much of coal in terms of TWh?",86.15 TWh
"In 2012, Hong Kong consumed how much of coal in terms of TWh?",84.80 TWh
"In 2013, Hong Kong consumed how much of coal in terms of TWh?",90.38 TWh
"In 2014, Hong Kong consumed how much of coal in terms of TWh?",94.73 TWh
"In 2015, Hong Kong consumed how much of coal in terms of TWh?",77.90 TWh
"In 2016, Hong Kong consumed how much of coal in terms of TWh?",77.90 TWh
"In 2017, Hong Kong consumed how much of coal in terms of TWh?",72.97 TWh
"In 2018, Hong Kong consumed how much of coal in terms of TWh?",74.94 TWh
"In 2019, Hong Kong consumed how much of coal in terms of TWh?",71.77 TWh
"In 2020, Hong Kong consumed how much of coal in terms of TWh?",38.23 TWh
"In 2021, Hong Kong consumed how much of coal in terms of TWh?",42.46 TWh
"In 2022, Hong Kong consumed how much of coal in terms of TWh?",41.77 TWh
"In 2023, Hong Kong consumed how much of coal in terms of TWh?",40.81 TWh
"In 1965, Hungary consumed how much of coal in terms of TWh?",126.88 TWh
"In 1966, Hungary consumed how much of coal in terms of TWh?",121.68 TWh
"In 1967, Hungary consumed how much of coal in terms of TWh?",105.57 TWh
"In 1968, Hungary consumed how much of coal in terms of TWh?",104.19 TWh
"In 1969, Hungary consumed how much of coal in terms of TWh?",105.75 TWh
"In 1970, Hungary consumed how much of coal in terms of TWh?",107.47 TWh
"In 1971, Hungary consumed how much of coal in terms of TWh?",104.03 TWh
"In 1972, Hungary consumed how much of coal in terms of TWh?",101.10 TWh
"In 1973, Hungary consumed how much of coal in terms of TWh?",101.62 TWh
"In 1974, Hungary consumed how much of coal in terms of TWh?",96.92 TWh
"In 1975, Hungary consumed how much of coal in terms of TWh?",92.34 TWh
"In 1976, Hungary consumed how much of coal in terms of TWh?",93.56 TWh
"In 1977, Hungary consumed how much of coal in terms of TWh?",95.17 TWh
"In 1978, Hungary consumed how much of coal in terms of TWh?",95.08 TWh
"In 1979, Hungary consumed how much of coal in terms of TWh?",95.81 TWh
"In 1980, Hungary consumed how much of coal in terms of TWh?",93.95 TWh
"In 1981, Hungary consumed how much of coal in terms of TWh?",94.40 TWh
"In 1982, Hungary consumed how much of coal in terms of TWh?",98.42 TWh
"In 1983, Hungary consumed how much of coal in terms of TWh?",92.53 TWh
"In 1984, Hungary consumed how much of coal in terms of TWh?",90.04 TWh
"In 1985, Hungary consumed how much of coal in terms of TWh?",88.43 TWh
"In 1986, Hungary consumed how much of coal in terms of TWh?",87.40 TWh
"In 1987, Hungary consumed how much of coal in terms of TWh?",87.35 TWh
"In 1988, Hungary consumed how much of coal in terms of TWh?",82.42 TWh
"In 1989, Hungary consumed how much of coal in terms of TWh?",73.83 TWh
"In 1990, Hungary consumed how much of coal in terms of TWh?",71.61 TWh
"In 1991, Hungary consumed how much of coal in terms of TWh?",66.68 TWh
"In 1992, Hungary consumed how much of coal in terms of TWh?",60.13 TWh
"In 1993, Hungary consumed how much of coal in terms of TWh?",54.17 TWh
"In 1994, Hungary consumed how much of coal in terms of TWh?",51.39 TWh
"In 1995, Hungary consumed how much of coal in terms of TWh?",50.55 TWh
"In 1996, Hungary consumed how much of coal in terms of TWh?",49.92 TWh
"In 1997, Hungary consumed how much of coal in terms of TWh?",47.68 TWh
"In 1998, Hungary consumed how much of coal in terms of TWh?",46.27 TWh
"In 1999, Hungary consumed how much of coal in terms of TWh?",48.17 TWh
"In 2000, Hungary consumed how much of coal in terms of TWh?",44.99 TWh
"In 2001, Hungary consumed how much of coal in terms of TWh?",42.75 TWh
"In 2002, Hungary consumed how much of coal in terms of TWh?",41.25 TWh
"In 2003, Hungary consumed how much of coal in terms of TWh?",42.21 TWh
"In 2004, Hungary consumed how much of coal in terms of TWh?",40.02 TWh
"In 2005, Hungary consumed how much of coal in terms of TWh?",35.59 TWh
"In 2006, Hungary consumed how much of coal in terms of TWh?",35.73 TWh
"In 2007, Hungary consumed how much of coal in terms of TWh?",36.33 TWh
"In 2008, Hungary consumed how much of coal in terms of TWh?",35.29 TWh
"In 2009, Hungary consumed how much of coal in terms of TWh?",29.72 TWh
"In 2010, Hungary consumed how much of coal in terms of TWh?",31.31 TWh
"In 2011, Hungary consumed how much of coal in terms of TWh?",31.55 TWh
"In 2012, Hungary consumed how much of coal in terms of TWh?",30.35 TWh
"In 2013, Hungary consumed how much of coal in terms of TWh?",26.58 TWh
"In 2014, Hungary consumed how much of coal in terms of TWh?",26.27 TWh
"In 2015, Hungary consumed how much of coal in terms of TWh?",27.23 TWh
"In 2016, Hungary consumed how much of coal in terms of TWh?",25.51 TWh
"In 2017, Hungary consumed how much of coal in terms of TWh?",26.14 TWh
"In 2018, Hungary consumed how much of coal in terms of TWh?",24.70 TWh
"In 2019, Hungary consumed how much of coal in terms of TWh?",21.39 TWh
"In 2020, Hungary consumed how much of coal in terms of TWh?",19.59 TWh
"In 2021, Hungary consumed how much of coal in terms of TWh?",15.94 TWh
"In 2022, Hungary consumed how much of coal in terms of TWh?",14.47 TWh
"In 2023, Hungary consumed how much of coal in terms of TWh?",10.10 TWh
"In 1965, Iceland consumed how much of coal in terms of TWh?",0.08 TWh
"In 1966, Iceland consumed how much of coal in terms of TWh?",0.06 TWh
"In 1967, Iceland consumed how much of coal in terms of TWh?",0.04 TWh
"In 1968, Iceland consumed how much of coal in terms of TWh?",0.03 TWh
"In 1969, Iceland consumed how much of coal in terms of TWh?",0.02 TWh
"In 1970, Iceland consumed how much of coal in terms of TWh?",0.02 TWh
"In 1971, Iceland consumed how much of coal in terms of TWh?",0.01 TWh
"In 1972, Iceland consumed how much of coal in terms of TWh?",0.01 TWh
"In 1973, Iceland consumed how much of coal in terms of TWh?",0.01 TWh
"In 1974, Iceland consumed how much of coal in terms of TWh?",0.00 TWh
"In 1975, Iceland consumed how much of coal in terms of TWh?",0.00 TWh
"In 1976, Iceland consumed how much of coal in terms of TWh?",0.00 TWh
"In 1977, Iceland consumed how much of coal in terms of TWh?",0.00 TWh
"In 1978, Iceland consumed how much of coal in terms of TWh?",0.00 TWh
"In 1979, Iceland consumed how much of coal in terms of TWh?",0.18 TWh
"In 1980, Iceland consumed how much of coal in terms of TWh?",0.24 TWh
"In 1981, Iceland consumed how much of coal in terms of TWh?",0.42 TWh
"In 1982, Iceland consumed how much of coal in terms of TWh?",0.39 TWh
"In 1983, Iceland consumed how much of coal in terms of TWh?",0.55 TWh
"In 1984, Iceland consumed how much of coal in terms of TWh?",0.77 TWh
"In 1985, Iceland consumed how much of coal in terms of TWh?",0.82 TWh
"In 1986, Iceland consumed how much of coal in terms of TWh?",0.92 TWh
"In 1987, Iceland consumed how much of coal in terms of TWh?",0.74 TWh
"In 1988, Iceland consumed how much of coal in terms of TWh?",0.74 TWh
"In 1989, Iceland consumed how much of coal in terms of TWh?",0.79 TWh
"In 1990, Iceland consumed how much of coal in terms of TWh?",0.76 TWh
"In 1991, Iceland consumed how much of coal in terms of TWh?",0.78 TWh
"In 1992, Iceland consumed how much of coal in terms of TWh?",0.61 TWh
"In 1993, Iceland consumed how much of coal in terms of TWh?",0.63 TWh
"In 1994, Iceland consumed how much of coal in terms of TWh?",0.63 TWh
"In 1995, Iceland consumed how much of coal in terms of TWh?",0.74 TWh
"In 1996, Iceland consumed how much of coal in terms of TWh?",0.73 TWh
"In 1997, Iceland consumed how much of coal in terms of TWh?",0.76 TWh
"In 1998, Iceland consumed how much of coal in terms of TWh?",0.68 TWh
"In 1999, Iceland consumed how much of coal in terms of TWh?",0.80 TWh
"In 2000, Iceland consumed how much of coal in terms of TWh?",1.10 TWh
"In 2001, Iceland consumed how much of coal in terms of TWh?",1.19 TWh
"In 2002, Iceland consumed how much of coal in terms of TWh?",1.19 TWh
"In 2003, Iceland consumed how much of coal in terms of TWh?",1.17 TWh
"In 2004, Iceland consumed how much of coal in terms of TWh?",1.22 TWh
"In 2005, Iceland consumed how much of coal in terms of TWh?",1.17 TWh
"In 2006, Iceland consumed how much of coal in terms of TWh?",1.19 TWh
"In 2007, Iceland consumed how much of coal in terms of TWh?",1.28 TWh
"In 2008, Iceland consumed how much of coal in terms of TWh?",1.11 TWh
"In 2009, Iceland consumed how much of coal in terms of TWh?",1.03 TWh
"In 2010, Iceland consumed how much of coal in terms of TWh?",1.08 TWh
"In 2011, Iceland consumed how much of coal in terms of TWh?",1.08 TWh
"In 2012, Iceland consumed how much of coal in terms of TWh?",1.11 TWh
"In 2013, Iceland consumed how much of coal in terms of TWh?",1.27 TWh
"In 2014, Iceland consumed how much of coal in terms of TWh?",1.04 TWh
"In 2015, Iceland consumed how much of coal in terms of TWh?",1.16 TWh
"In 2016, Iceland consumed how much of coal in terms of TWh?",1.34 TWh
"In 2017, Iceland consumed how much of coal in terms of TWh?",1.33 TWh
"In 2018, Iceland consumed how much of coal in terms of TWh?",1.33 TWh
"In 2019, Iceland consumed how much of coal in terms of TWh?",1.31 TWh
"In 2020, Iceland consumed how much of coal in terms of TWh?",0.96 TWh
"In 2021, Iceland consumed how much of coal in terms of TWh?",1.36 TWh
"In 2022, Iceland consumed how much of coal in terms of TWh?",1.35 TWh
"In 2023, Iceland consumed how much of coal in terms of TWh?",0.97 TWh
"In 1965, India consumed how much of coal in terms of TWh?",413.41 TWh
"In 1966, India consumed how much of coal in terms of TWh?",412.42 TWh
"In 1967, India consumed how much of coal in terms of TWh?",419.29 TWh
"In 1968, India consumed how much of coal in terms of TWh?",433.82 TWh
"In 1969, India consumed how much of coal in terms of TWh?",460.84 TWh
"In 1970, India consumed how much of coal in terms of TWh?",436.81 TWh
"In 1971, India consumed how much of coal in terms of TWh?",442.87 TWh
"In 1972, India consumed how much of coal in terms of TWh?",467.68 TWh
"In 1973, India consumed how much of coal in terms of TWh?",461.45 TWh
"In 1974, India consumed how much of coal in terms of TWh?",520.86 TWh
"In 1975, India consumed how much of coal in terms of TWh?",559.91 TWh
